id	headword	status	parts_of_speech	cefr_levels	primary_skill	primary_reason	skill_labels	skill_confidence	source_count	sources	topics	image_mode	image_priority	homograph_candidate
participant-7a211045	participant	active	noun	B2	reading	highest evidence score	reading	high	1	Oxford 3000 by CEFR level	CEFR B2	object-or-context-scene	medium	false
participate-d6857486	participate	active	verb	B1	reading	highest evidence score	reading	high	1	Oxford 3000 by CEFR level	CEFR B1	action-scene	medium	false
participation-3cccf3ed	participation	active	noun	B2	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR B2	concept-metaphor	medium	false
particular-8c4a6b36	particular	active	adjective	A2|B1	reading	highest evidence score	speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR A2	contrast-pair	high	false
particularly-2dc7c1a0	particularly	active	adverb	B1	reading	highest evidence score	speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR B1	manner-sequence	high	false
partly-446855cd	partly	active	adverb	B1|B2	writing	advanced descriptive or abstract production word	reading|writing	review	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR B2	manner-sequence	high	false
partner-3624db88	partner	active	noun	A1|B1|B2	reading	highest evidence score	reading	high	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Grammar and Vocabulary for First and First for Schools wordlist (2015)|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR A1|Unit 32 | Family and relationships	object-or-context-scene	high	false
partnership-ac6e5d18	partnership	active	noun	B2	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR B2	concept-metaphor	medium	false
party-84beb188	party	active	noun	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR A1	object-or-context-scene	high	false
pass-9d4e1e23	pass	active	noun|verb|verb phrase	A2|B1|B2	speaking	multiword productive pattern	speaking|reading	high	4	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Grammar and Vocabulary for First and First for Schools wordlist (2015)|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR A2|CEFR B1|Unit 29 | Time|Unit 31 | Sport	multi-sense-panel	high	true
pass-an-exam-da13cb84	pass an exam	active	verb|verb phrase	B2	speaking	multiword productive pattern	speaking|reading	high	1	Grammar and Vocabulary for First and First for Schools wordlist (2015)	Unit 42 | School and education	context-scene	medium	false
pass-on-e959cb35	pass on	active	phrasal verb|verb	B1	speaking	multiword productive pattern	speaking	high	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: P	context-scene	medium	false
pass-over-sb-sth-28fc7fbe	pass over sb/sth	active	verb	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 06	Unit 06	context-scene	low	false
passage-a62731f6	passage	active	noun	B2	reading	highest evidence score	reading	high	1	Oxford 3000 by CEFR level	CEFR B2	object-or-context-scene	medium	false
passenger-55fc4ba8	passenger	active	noun	A2|B1	listening	explicit IELTS listening source	listening	high	4	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|IELTS Listening 1200 High-Frequency Wordlist|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR A2|出行 Transportations	object-or-context-scene	high	false
passing-f0374386	passing	active	noun	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	object-or-context-scene	low	false
passion-eabc12ab	passion	active	noun	B1	reading	highest evidence score	reading	high	1	Oxford 3000 by CEFR level	CEFR B1	concept-metaphor	medium	false
passionate-26c3d35a	passionate	active	adjective	B2	writing	advanced descriptive or abstract production word	reading|writing	review	2	Grammar and Vocabulary for First and First for Schools wordlist (2015)|Oxford 5000 by CEFR level	CEFR B2|Unit 43 | Personal qualities	contrast-pair	high	false
passive-8cf03f5f	passive	active	adjective	C1	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR C1	contrast-pair	low	false
passport-a3404013	passport	active	noun	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR A1	object-or-context-scene	high	false
passport-control-7b9092af	passport control	active	noun	B2	reading	highest evidence score	speaking|reading|writing	review	1	Grammar and Vocabulary for First and First for Schools wordlist (2015)	Unit 33 | Transport and travel	context-scene	medium	false
passport-photo-c827aeb2	passport photo	active	unspecified		listening	explicit IELTS listening source	listening	high	1	IELTS Listening 1200 High-Frequency Wordlist	其他 Other	none	none	false
password-5baa61e4	password	active	noun	B1|B2	reading	highest evidence score	reading	high	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 5000 by CEFR level	Alphabetical list: P|CEFR B2	object-or-context-scene	high	false
past-dc52f279	past	active	adjective|adverb|noun|preposition	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR A1|CEFR A2	multi-sense-panel	high	true
past-experience-b002641f	past experience	active	noun	C1	writing	advanced descriptive or abstract production word	reading|writing	medium	1	Complete CAE Extended Unit 10	Unit 10	context-scene	low	false
pasta-46139b0b	pasta	active	noun	A2|B1	listening	explicit IELTS listening source	listening	high	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|IELTS Listening 1200 High-Frequency Wordlist	Alphabetical list: P|健康 Health	object-or-context-scene	high	false
pastor-f1e835a0	pastor	active	noun	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	object-or-context-scene	low	false
patch-d75b3b52	patch	active	noun	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	object-or-context-scene	low	false
patent-6612af2e	patent	active	noun	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	object-or-context-scene	low	false
path-3150ecd5	path	active	noun	A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR B1	object-or-context-scene	high	false
pathway-2c51efa1	pathway	active	noun	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	object-or-context-scene	low	false
patience-10bb09f9	patience	active	noun	B2	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR B2	concept-metaphor	medium	false
patient-b1b0b8de	patient	active	adjective|noun	A2|B1|B2	writing	advanced descriptive or abstract production word	reading|writing	review	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR A2|CEFR B2	multi-sense-panel	high	true
patio-e19bdda4	patio	active	noun	B2	reading	highest evidence score	reading|writing	medium	1	Grammar and Vocabulary for First and First for Schools wordlist (2015)	Unit 38 | House and home	object-or-context-scene	medium	false
patrol-37837363	patrol	active	noun|verb	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	multi-sense-panel	low	true
patron-a51a0187	patron	active	noun	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	object-or-context-scene	low	false
pattern-91cc2e92	pattern	active	noun	A2|B1	listening	explicit IELTS listening source	listening	high	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level|Student IELTS Listening Unknowns 2026-08-01	Alphabetical list: P|CEFR A2|形状与分析	object-or-context-scene	high	false
pause-ef8d2995	pause	active	noun|verb	B1|B2	reading	highest evidence score	reading	high	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 5000 by CEFR level	Alphabetical list: P|CEFR B2	multi-sense-panel	high	true
pavement-151056a2	pavement	active	noun	B1	reading	highest evidence score	listening|speaking|reading|writing	review	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: P	concept-metaphor	medium	false
pay-bfc95e50	pay	active	noun|verb	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR A1|CEFR A2	multi-sense-panel	high	true
pay-attention-to-sth-37e9b6d7	pay attention to sth	active	verb|verb phrase	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 03	Unit 03	context-scene	low	false
pay-rise-639f23df	pay rise	active	noun	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 06	Unit 06	context-scene	low	false
pay-up-cd7a4ec1	pay up	active	verb	C1	reading	highest evidence score	reading|writing	medium	2	Complete CAE Extended Unit 11|Complete CAE Phrasal Verbs	Phrasal verbs|Unit 11	context-scene	medium	false
payment-e86256b2	payment	active	noun	B1	reading	highest evidence score	reading	high	1	Oxford 3000 by CEFR level	CEFR B1	concept-metaphor	medium	false
pc-793d6d7c	PC	active	noun	B1	reading	highest evidence score	listening|speaking|reading|writing	review	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: P	object-or-context-scene	medium	false
pea-f710147a	pea	active	noun	B1	reading	highest evidence score	listening|speaking|reading|writing	review	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: P	object-or-context-scene	medium	false
peace-d7c50a08	peace	active	noun	A2|B1	reading	highest evidence score	speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR A2	object-or-context-scene	high	false
peaceful-bab4c3db	peaceful	active	adjective	B1|B2	writing	advanced descriptive or abstract production word	reading|writing	review	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Grammar and Vocabulary for First and First for Schools wordlist (2015)|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR B1|Unit 35 | Cities and towns	contrast-pair	high	false
peach-acbe10e6	peach	active	noun	B1	reading	highest evidence score	listening|speaking|reading|writing	review	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: P	object-or-context-scene	medium	false
peak-6a28d069	peak	active	noun	B1|B2|C1	reading	highest evidence score	reading	high	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Grammar and Vocabulary for First and First for Schools wordlist (2015)|Oxford 5000 by CEFR level	Alphabetical list: P|CEFR C1|Unit 25 | Geography	object-or-context-scene	high	false
peanut-b14ab480	peanut	active	noun	B1	reading	highest evidence score	listening|speaking|reading|writing	review	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: P	object-or-context-scene	medium	false
pear-3e2bf5fa	pear	active	noun	B1	reading	highest evidence score	listening|speaking|reading|writing	review	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: P	object-or-context-scene	medium	false
peasant-cc81a90c	peasant	active	noun	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	object-or-context-scene	low	false
peculiar-8bd8d5e4	peculiar	active	adjective	C1	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR C1	contrast-pair	low	false
pedestrian-fa95ea71	pedestrian	active	noun	B1	reading	highest evidence score	listening|speaking|reading|writing	review	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: P	object-or-context-scene	medium	false
pedestrian-safety-799fa7f7	pedestrian safety	active	unspecified		listening	explicit IELTS listening source	listening	high	1	IELTS Listening 1200 High-Frequency Wordlist	其他 Other	none	none	false
peel-9e858e75	peel	active	verb	B1|B2	reading	highest evidence score	speaking|reading	review	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Grammar and Vocabulary for First and First for Schools wordlist (2015)	Alphabetical list: P|Unit 36 | Food and cooking	action-scene	high	false
peer-2b974ba4	peer	active	noun|verb	B2	reading	highest evidence score	reading	high	2	Grammar and Vocabulary for First and First for Schools wordlist (2015)|Oxford 5000 by CEFR level	CEFR B2|Unit 40 | Books	multi-sense-panel	high	true
peer-group-ab4954c0	peer group	active	noun	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 03	Unit 03	context-scene	low	false
pejorative-a83fe9c9	pejorative	active	adjective	C1	writing	advanced descriptive or abstract production word	reading|writing	medium	1	Complete CAE Extended Unit 12	Unit 12	contrast-pair	low	false
pen-31a841af	pen	active	noun	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR A1	object-or-context-scene	high	false
pen-friend-d44c2ffb	pen-friend	active	noun	A2	speaking	highest evidence score	listening|speaking|reading	medium	1	Cambridge KET and KET for Schools Vocabulary List (2009)	Alphabetical list: P	object-or-context-scene	medium	false
penalty-c8f39db2	penalty	active	noun	B2	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR B2	object-or-context-scene	medium	false
